left,right,match,prompt,completion,pred_ditto_new_wdc_small,pred_ditto_new_wdc_medium,pred_ditto_new_wdc_large
"brand: Brother 
title: Brother HL-L6200DW Business Laser Printer 
description: HL-L6200DW Business Laser Printer. The Brother HL-L6200DW monochrome laser printer is a great choice for busy offices and workgroups with higher print volumes that need a reliable printer with a low cost per page. Maximize your productivity with fast printing up to 48ppm and automatic two-sided printing, and help lower your operating costs with a super high-yield replacement toner cartridge. Reduce paper refills with a 520-sheet capacity paper tray that holds more than a ream of paper or for even greater paper capacity add optional trays for a total capacity of 1,610 sheets. Advanced security features help protect sensitive documents and prevent unauthorized printing. Plus, enjoy flexible connectivity with Gigabit Ethernet and wireless network interfaces, and convenient mobile device printing. 
price: 229.99 
priceCurrency: USD","title: Impresora brother laser monocromo hl - l6300dw a4 
price: 477.99 
priceCurrency: EUR",False,"brand: Brother 
title: Brother HL-L6200DW Business Laser Printer 
description: HL-L6200DW Business Laser Printer. The Brother HL-L6200DW monochrome laser printer is a great choice for busy offices and workgroups with higher print volumes that need a reliable printer with a low cost per page. Maximize your productivity with fast printing up to 48ppm and automatic two-sided printing, and help lower your operating costs with a super high-yield replacement toner cartridge. Reduce paper refills with a 520-sheet capacity paper tray that holds more than a ream of paper or for even greater paper capacity add optional trays for a total capacity of 1,610 sheets. Advanced security features help protect sensitive documents and prevent unauthorized printing. Plus, enjoy flexible connectivity with Gigabit Ethernet and wireless network interfaces, and convenient mobile device printing. 
price: 229.99 
priceCurrency: USD

###

title: Impresora brother laser monocromo hl - l6300dw a4 
price: 477.99 
priceCurrency: EUR

###

Same product?", no,False,False,False
"brand: Razer 
title: Razer BlackWidow X Tournament Edition Chroma 
price: 2690 
priceCurrency: MDL","brand: Ultra PRO 
title: 70mm X 120mm Tarot Card Board Game Sleeves (50 ct.) 
description: Ultra clear, archival-grade sleeves for board game cards with Ultra PRO's hologram quality seal. Protects and extends the life of board game cards. 50-count packs. Fits Tarot Card size 70mm x 120mm. PLEASE CHECK YOUR CARD SIZE BEFORE PURCHASING. 
price: 0.0 
priceCurrency: USD",False,"brand: Razer 
title: Razer BlackWidow X Tournament Edition Chroma 
price: 2690 
priceCurrency: MDL

###

brand: Ultra PRO 
title: 70mm X 120mm Tarot Card Board Game Sleeves (50 ct.) 
description: Ultra clear, archival-grade sleeves for board game cards with Ultra PRO's hologram quality seal. Protects and extends the life of board game cards. 50-count packs. Fits Tarot Card size 70mm x 120mm. PLEASE CHECK YOUR CARD SIZE BEFORE PURCHASING. 
price: 0.0 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: Kingston Canvas Select microSDXC 128GB UHS-I Class 10 + SD Adapter 
price: 4.125E1 
priceCurrency: EUR","brand: Kingston 
title: Kingston Technology Canvas Select memoria flash 128 GB MicroSDXC Clase 10 UHS-I 
description: Kingston Technology Canvas Select, 128 GB, MicroSDXC, Clase 10, UHS-I, 80 MB/s, 10 MB/s 
price: 19.00 
priceCurrency: EUR",True,"title: Kingston Canvas Select microSDXC 128GB UHS-I Class 10 + SD Adapter 
price: 4.125E1 
priceCurrency: EUR

###

brand: Kingston 
title: Kingston Technology Canvas Select memoria flash 128 GB MicroSDXC Clase 10 UHS-I 
description: Kingston Technology Canvas Select, 128 GB, MicroSDXC, Clase 10, UHS-I, 80 MB/s, 10 MB/s 
price: 19.00 
priceCurrency: EUR

###

Same product?", yes,True,True,True
"title: Daddario NYXL 11-64 Medium 7 String 
description: NYXL1164 is designed with larger gauges for 7-string players who prefer moderate flexibility and a full, beefy tone. NYXL1164 is optimized for 25.5 scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.9 
priceCurrency: EUR","brand: D'Addario 
title: D'Addario NYXL Medium 11-64 Nickel Wound 7-String Electric Guitar Strings 
description: The new D'Addario NYXL strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. A new carbon steel core and nickel-plated steel winding provide not only a great feel and long life, but an up to 131% increase in tuning stability. The new \fusion twist\ process for the plain strings alongside the reformulated nickel plating contribute to the higher output and increased midrange response.NYXL1164 is optimized for 25.5\\ scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.99 
priceCurrency: USD",True,"title: Daddario NYXL 11-64 Medium 7 String 
description: NYXL1164 is designed with larger gauges for 7-string players who prefer moderate flexibility and a full, beefy tone. NYXL1164 is optimized for 25.5 scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.9 
priceCurrency: EUR

###

brand: D'Addario 
title: D'Addario NYXL Medium 11-64 Nickel Wound 7-String Electric Guitar Strings 
description: The new D'Addario NYXL strings will bend farther, sing louder, and stay in tune better than any string you’ve played before. A new carbon steel core and nickel-plated steel winding provide not only a great feel and long life, but an up to 131% increase in tuning stability. The new \fusion twist\ process for the plain strings alongside the reformulated nickel plating contribute to the higher output and increased midrange response.NYXL1164 is optimized for 25.5\\ scale length: Plain Steel .011 .014 .018 Nickel Wound .028 .038 .049 .064 
price: 16.99 
priceCurrency: USD

###

Same product?", yes,True,True,True
"brand: GN-Netcom 
title: Jabra EVOLVE 30 II MS Mono Headset 
description: Mono - Mini-phone - Wired - Over-the-head - Monaural - Supra-aural - Noise Canceling 
price: 91.59 
priceCurrency: CAD","brand: Xiaomi 
title: Xiaomi Redmi Note 8T 64 GB Dual-SIM moonshadow grey 
description: 48 MP Quad-Kamera All-Star 
price: 199,00 
priceCurrency: EUR",False,"brand: GN-Netcom 
title: Jabra EVOLVE 30 II MS Mono Headset 
description: Mono - Mini-phone - Wired - Over-the-head - Monaural - Supra-aural - Noise Canceling 
price: 91.59 
priceCurrency: CAD

###

brand: Xiaomi 
title: Xiaomi Redmi Note 8T 64 GB Dual-SIM moonshadow grey 
description: 48 MP Quad-Kamera All-Star 
price: 199,00 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Brother Wireless Colour Laser Printer HL-L8360CDW 
description: The Brother HL-L8360CDW Printer features wireless functionality so you can print from your mobile or computing device without the need for routers and cables. It has a 250 sheet paper tray and is suitable for use with a wide range of media types including recycled, glossy, coloured, letterhead or bond paper. It has a 2.7\ LCD screen for simple navigation and a monthly duty cycle of 60,000 pagesmaking it ideal for printing in high volumes. 
price: 0.00 
priceCurrency: AUD","brand: Epson 
title: Epson Ultra Glossy Photo Paper - glossy photo paper - 15 sheet(s) 
description: Product InformationEpson has earned a strong reputation for first-class printers, which offer an outstanding combination of quality, reliability and value for money. However, unless these products are complemented by Epson consumables to match, users cannot expect to fully capitalize on their investment. Epson understands that printing is a process, with printer, inks and paper working together to offer the ultimate in quality output. With this in mind, each Epson consumable features innovative design, meticulous development, precision manufacture and rigorous quality control, ensuring that Epson hardware continues to offer optimum performance throughout a long, trouble-free, working life.Show more; 
price: 19.97 
priceCurrency: GBP",False,"title: Brother Wireless Colour Laser Printer HL-L8360CDW 
description: The Brother HL-L8360CDW Printer features wireless functionality so you can print from your mobile or computing device without the need for routers and cables. It has a 250 sheet paper tray and is suitable for use with a wide range of media types including recycled, glossy, coloured, letterhead or bond paper. It has a 2.7\ LCD screen for simple navigation and a monthly duty cycle of 60,000 pagesmaking it ideal for printing in high volumes. 
price: 0.00 
priceCurrency: AUD

###

brand: Epson 
title: Epson Ultra Glossy Photo Paper - glossy photo paper - 15 sheet(s) 
description: Product InformationEpson has earned a strong reputation for first-class printers, which offer an outstanding combination of quality, reliability and value for money. However, unless these products are complemented by Epson consumables to match, users cannot expect to fully capitalize on their investment. Epson understands that printing is a process, with printer, inks and paper working together to offer the ultimate in quality output. With this in mind, each Epson consumable features innovative design, meticulous development, precision manufacture and rigorous quality control, ensuring that Epson hardware continues to offer optimum performance throughout a long, trouble-free, working life.Show more; 
price: 19.97 
priceCurrency: GBP

###

Same product?", no,False,False,False
"brand: SRAM 
title: SRAM SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp 
description: Whether you're discovering the mountain for the first time or you're a lifer searching for a no-nonsense, no-worries 1x drivetrain, SRAM NX Eagle™ is ready for action. 
price: 41.99 
priceCurrency: USD","title: Samsung T7 Touch portable SSD 2TB Sort 
description: USB 3.2 Gen.2 (10Gbps), up to 1050/1000MB/s, Shock resistance up to 2m, aluminiu 
price: 3020.00 
priceCurrency: DKK",False,"brand: SRAM 
title: SRAM SRAM NX Eagle 12-Speed Trigger Shifter with Discrete Clamp 
description: Whether you're discovering the mountain for the first time or you're a lifer searching for a no-nonsense, no-worries 1x drivetrain, SRAM NX Eagle™ is ready for action. 
price: 41.99 
priceCurrency: USD

###

title: Samsung T7 Touch portable SSD 2TB Sort 
description: USB 3.2 Gen.2 (10Gbps), up to 1050/1000MB/s, Shock resistance up to 2m, aluminiu 
price: 3020.00 
priceCurrency: DKK

###

Same product?", no,False,False,False
"title: iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni 
description: Front Glass Digitizer Panel4.7 inch, 750 x 1334 pixel IPS LCD DisplayFront Camera AssemblyEarpiece SpeakerLCD Shield PlateCable Foam PadsSensor Bracket 
price: 59.99 
priceCurrency: USD","title: iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu 
description: Front Glass Digitizer Panel4.7 inch, 750 x 1334 pixel IPS LCD DisplayFront Camera AssemblyEarpiece SpeakerLCD Shield PlateCable Foam PadsSensor Bracket 
price: 59.99 
priceCurrency: USD",True,"title: iPhone 6s Screen - New / Fix Kit / Black / Yeni / New / Fix Kit / White / Yeni / New / Part Only / Black / Yeni / New / Part Only / White / Yeni 
description: Front Glass Digitizer Panel4.7 inch, 750 x 1334 pixel IPS LCD DisplayFront Camera AssemblyEarpiece SpeakerLCD Shield PlateCable Foam PadsSensor Bracket 
price: 59.99 
priceCurrency: USD

###

title: iPhone 6s Screen - New / Fix Kit / Black / Neu / New / Fix Kit / White / Neu / New / Part Only / Black / Neu / New / Part Only / White / Neu 
description: Front Glass Digitizer Panel4.7 inch, 750 x 1334 pixel IPS LCD DisplayFront Camera AssemblyEarpiece SpeakerLCD Shield PlateCable Foam PadsSensor Bracket 
price: 59.99 
priceCurrency: USD

###

Same product?", yes,True,True,True
"title: DVR Hikvision TurboHD 16 canale DS-7216HUHI-K2 
description: DVR Hikvision TurboHD 16canale DS-7216HUHI-K2; 5MP; 16TurboHD/AHD/Analoginterface input, 16-ch video and 4-ch audio input, 2 SATA interfaces, H.265/H.265+ compression, 5MP: 12fps, 4MP: 15fps, 3MP:18fps,1920×1080P: 25(P)/30(N)fps/ch, 4K UHD output, alarm I/O: 16/4, support CVBS output, 380 1U case 
price: 1309.12 
priceCurrency: RON","title: McAllen Signature Design by Ashley Quilt Set Twin 
description: McAllen Signature Design by Ashley Multi 2-Piece Twin Quilt Set, 69W x 90D, 4lbs. Sky-high style. So wonderfully colorful and captivating this twin quilt set sporting airplanes and helicopters is sure to fly with him. And because its machine washable itll fly with you too.Manufacturer Warranty: 30 Days 
price: 3.84E1 
priceCurrency: USD",False,"title: DVR Hikvision TurboHD 16 canale DS-7216HUHI-K2 
description: DVR Hikvision TurboHD 16canale DS-7216HUHI-K2; 5MP; 16TurboHD/AHD/Analoginterface input, 16-ch video and 4-ch audio input, 2 SATA interfaces, H.265/H.265+ compression, 5MP: 12fps, 4MP: 15fps, 3MP:18fps,1920×1080P: 25(P)/30(N)fps/ch, 4K UHD output, alarm I/O: 16/4, support CVBS output, 380 1U case 
price: 1309.12 
priceCurrency: RON

###

title: McAllen Signature Design by Ashley Quilt Set Twin 
description: McAllen Signature Design by Ashley Multi 2-Piece Twin Quilt Set, 69W x 90D, 4lbs. Sky-high style. So wonderfully colorful and captivating this twin quilt set sporting airplanes and helicopters is sure to fly with him. And because its machine washable itll fly with you too.Manufacturer Warranty: 30 Days 
price: 3.84E1 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: Peak Design 
title: Everyday Sling V2 10L - Ash 
description: The smallest, lightest bag in our Everyday Line, the Everyday Sling V2 is designed for minimalist, on-the-go carry of everyday or photo gear. Available in 3 sizes for a range of creative setups, from a rangefinder camera to a pro DSLR, lenses, and laptop. Wearable as a cross-body sling or a waist bag*, the Sling’s convertible strap features a quick-adjuster that you can loosen when accessing gear and tighten when actively hiking or biking. Now in its 2nd generation, v2 boasts new size options, plus aesthetic and functional updates based on feedback from thousands of passionate customers.Product Specifications*3L model comes with 1 FlexFold Divider. 6L and 10L model comes with 2 FlexFold Dividers*3L and 6L comes with 2 large and 4 small internal stretch pockets. 10L comes with 4 small internal stretch pockets*3L and 6L worn as a sling or hip bag. 10L worn as a sling bag only*10L has luggage carry pass-through100% recycled DWR impregnated, double PU coated, weatherproof 400D
price: 1349.0 
priceCurrency: HKD","title: Everyday Sling 3L v2 - Ash 
description: The smallest, lightest bag in our Everyday Line, the all-new Everyday Sling now comes in 3L, 6L, and 10L sizes so you can pick the perfect companion for minimalist, on-the-go carry of everyday or photo gear. Different sizes work for a range of creative setups, from a rangefinder camera to a pro DSLR, lenses, and laptop. The Sling’s padded cross-body strap features a quick-adjuster that you can loosen when accessing gear and tighten when actively hiking or biking. A weatherproof UltraZip provides quick, expansive access and FlexFold dividers allow instantly customizable organization and protection. Internal stretchy pockets for small items and a dedicated tablet sleeve (6L and 10L only). A weatherproof 100% recycled 400D shell keeps your gear safe.Pick your size: the 3L bag is designed for a single mirrorless body/lens. The 6L can fit a DSLR. The 10L can fit a small kit, and is an ideal minimalist 13 laptop bag. See Features + Specs for details.FEATURESA SLING FOR EVERYONET
price: 719.00 
priceCurrency: HKD",False,"brand: Peak Design 
title: Everyday Sling V2 10L - Ash 
description: The smallest, lightest bag in our Everyday Line, the Everyday Sling V2 is designed for minimalist, on-the-go carry of everyday or photo gear. Available in 3 sizes for a range of creative setups, from a rangefinder camera to a pro DSLR, lenses, and laptop. Wearable as a cross-body sling or a waist bag*, the Sling’s convertible strap features a quick-adjuster that you can loosen when accessing gear and tighten when actively hiking or biking. Now in its 2nd generation, v2 boasts new size options, plus aesthetic and functional updates based on feedback from thousands of passionate customers.Product Specifications*3L model comes with 1 FlexFold Divider. 6L and 10L model comes with 2 FlexFold Dividers*3L and 6L comes with 2 large and 4 small internal stretch pockets. 10L comes with 4 small internal stretch pockets*3L and 6L worn as a sling or hip bag. 10L worn as a sling bag only*10L has luggage carry pass-through100% recycled DWR impregnated, double PU coated, weatherproof 400D
price: 1349.0 
priceCurrency: HKD

###

title: Everyday Sling 3L v2 - Ash 
description: The smallest, lightest bag in our Everyday Line, the all-new Everyday Sling now comes in 3L, 6L, and 10L sizes so you can pick the perfect companion for minimalist, on-the-go carry of everyday or photo gear. Different sizes work for a range of creative setups, from a rangefinder camera to a pro DSLR, lenses, and laptop. The Sling’s padded cross-body strap features a quick-adjuster that you can loosen when accessing gear and tighten when actively hiking or biking. A weatherproof UltraZip provides quick, expansive access and FlexFold dividers allow instantly customizable organization and protection. Internal stretchy pockets for small items and a dedicated tablet sleeve (6L and 10L only). A weatherproof 100% recycled 400D shell keeps your gear safe.Pick your size: the 3L bag is designed for a single mirrorless body/lens. The 6L can fit a DSLR. The 10L can fit a small kit, and is an ideal minimalist 13 laptop bag. See Features + Specs for details.FEATURESA SLING FOR EVERYONET
price: 719.00 
priceCurrency: HKD

###

Same product?", no,False,False,True
"title: Originele inkjetcartridge Brother LC1220BK zwart 
price: 15.21 
priceCurrency: EUR","title: Intel Xeon Gold, 6130, 16 Core, 32 Threads, 22M, 2.1Ghz, 3647, 3Yr Wty 
description: Intel Xeon Gold 6130 LGA3647 2.1GHz 16-Core CPU Processor - 16 Cores - 32 Threads - Frequency: 2.1GHz - 22MB L3 Cache - LGA 3647 Socket - BX806736130 - 3 Years Limited Warranty 
price: 3711.40 
priceCurrency: AUD",False,"title: Originele inkjetcartridge Brother LC1220BK zwart 
price: 15.21 
priceCurrency: EUR

###

title: Intel Xeon Gold, 6130, 16 Core, 32 Threads, 22M, 2.1Ghz, 3647, 3Yr Wty 
description: Intel Xeon Gold 6130 LGA3647 2.1GHz 16-Core CPU Processor - 16 Cores - 32 Threads - Frequency: 2.1GHz - 22MB L3 Cache - LGA 3647 Socket - BX806736130 - 3 Years Limited Warranty 
price: 3711.40 
priceCurrency: AUD

###

Same product?", no,False,False,False
title: McAllen 2-Piece Twin Quilt Set,"title: Sun Lounger, Wicker, Brown (Set of 2) 
description: Features:Materials: PE wicker, aluminum frameIncludes: 2 x sun lounges with pillowsWater-resistant, all-weather pillowsUV-resistant PE wicker materialHeavy duty & anti-rust aluminum frameReversible armrests designSlender profile4-level adjustable backrestCare instructions: keep out of direct sunlight will prolong lifespan; for daily care & spills, simply wipe clean using a soft, dry cloth; to remove dirt and grime, periodically clean using a sponge & mild detergent solution as required; avoid the use of abrasive chemicals, harsh cleaners, rough cleaning pads & polishesProduct Details:Type: Double LoungeFrame Material: WickerWoven Rattan/Wicker: YesWeather Resistant: YesUV Resistant: YesWater Resistant: YesAssembly Required (Black Colour): YesAssembly Required (Brown Colour): YesAssembly Required (Grey Colour): YesDimensions:Black ColourOverall Product Weight: 23 KilogramsBrown ColourOverall Product Weight: 23 KilogramsGrey ColourOverall Product Weight: 21.8 KilogramsOveral
price: 4.1095E2 
priceCurrency: AUD",False,"title: McAllen 2-Piece Twin Quilt Set

###

title: Sun Lounger, Wicker, Brown (Set of 2) 
description: Features:Materials: PE wicker, aluminum frameIncludes: 2 x sun lounges with pillowsWater-resistant, all-weather pillowsUV-resistant PE wicker materialHeavy duty & anti-rust aluminum frameReversible armrests designSlender profile4-level adjustable backrestCare instructions: keep out of direct sunlight will prolong lifespan; for daily care & spills, simply wipe clean using a soft, dry cloth; to remove dirt and grime, periodically clean using a sponge & mild detergent solution as required; avoid the use of abrasive chemicals, harsh cleaners, rough cleaning pads & polishesProduct Details:Type: Double LoungeFrame Material: WickerWoven Rattan/Wicker: YesWeather Resistant: YesUV Resistant: YesWater Resistant: YesAssembly Required (Black Colour): YesAssembly Required (Brown Colour): YesAssembly Required (Grey Colour): YesDimensions:Black ColourOverall Product Weight: 23 KilogramsBrown ColourOverall Product Weight: 23 KilogramsGrey ColourOverall Product Weight: 21.8 KilogramsOveral
price: 4.1095E2 
priceCurrency: AUD

###

Same product?", no,False,False,False
"title: Canon PGI-570PGBK Tinte Pigment-Schwarz 
description: Tintentank Pigment-Schwarz 
price: 16.56 
priceCurrency: EUR","title: Canon PGI-29LGY Light Grey Ink Cartridge 
description: Light Grey Ink Tank 
price: 145.0 
priceCurrency: AED",False,"title: Canon PGI-570PGBK Tinte Pigment-Schwarz 
description: Tintentank Pigment-Schwarz 
price: 16.56 
priceCurrency: EUR

###

title: Canon PGI-29LGY Light Grey Ink Cartridge 
description: Light Grey Ink Tank 
price: 145.0 
priceCurrency: AED

###

Same product?", no,False,False,False
"title: Epson - Nastro - 28B - Nero - C43S015435 
description: Nastro NY neroERC28B 
price: 5.61 
priceCurrency: EUR","title: Epson ERC28B Cartridge for M-2000 Black 
description: Epson ERC28B Cartridge for M-2000 Black 
price: 3.10 
priceCurrency: GBP",True,"title: Epson - Nastro - 28B - Nero - C43S015435 
description: Nastro NY neroERC28B 
price: 5.61 
priceCurrency: EUR

###

title: Epson ERC28B Cartridge for M-2000 Black 
description: Epson ERC28B Cartridge for M-2000 Black 
price: 3.10 
priceCurrency: GBP

###

Same product?", yes,True,True,True
"title: Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter 
price: 79.0000 
priceCurrency: USD","title: Apple Original Lightning to VGA Adapter 
description: Apple Original Lightning to VGA Adapter 
price: 89 
priceCurrency: NZD",False,"title: Apple 60W MagSafe 2 Power Adapter Macbook 60w Magsafe2 Power Adapter 
price: 79.0000 
priceCurrency: USD

###

title: Apple Original Lightning to VGA Adapter 
description: Apple Original Lightning to VGA Adapter 
price: 89 
priceCurrency: NZD

###

Same product?", no,False,False,False
"brand: Omega 
title: Omega Seamaster Planet Ocean 600m Co-Axial Master Chronometer 39.5mm Automatic Black Dial Steel Mens Watch 
price: 33689.0 
priceCurrency: HKD","title: Buy Quality Replica Omega Seamaster Planet Ocean 600M Co-Axial Master Chronometer Watch 215.33.40.20.03.001 
description: Quality AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial Master Chronometer Watch 215.33.40.20.03.001 from online store for sale.",False,"brand: Omega 
title: Omega Seamaster Planet Ocean 600m Co-Axial Master Chronometer 39.5mm Automatic Black Dial Steel Mens Watch 
price: 33689.0 
priceCurrency: HKD

###

title: Buy Quality Replica Omega Seamaster Planet Ocean 600M Co-Axial Master Chronometer Watch 215.33.40.20.03.001 
description: Quality AAA Replica Omega Seamaster Planet Ocean 600M Co-Axial Master Chronometer Watch 215.33.40.20.03.001 from online store for sale.

###

Same product?", no,True,True,True
"title: Evans G2 Clear Tom Pack - 10 12 16 Heads 
description: A two-ply head (7mil each) featuring extraordinary consistency and durability, the G2 offers the perfect blend of depth, sustain, and attack. It makes small toms sing and floor toms growl.Sizes:10in12in16in 
price: 43.99 
priceCurrency: GBP","brand: Evans 
title: Evans Evans EQ3 Frosted Bass 
description: Evans EQ3 Frosted Bass 
price: 68.99 
priceCurrency: CAD",False,"title: Evans G2 Clear Tom Pack - 10 12 16 Heads 
description: A two-ply head (7mil each) featuring extraordinary consistency and durability, the G2 offers the perfect blend of depth, sustain, and attack. It makes small toms sing and floor toms growl.Sizes:10in12in16in 
price: 43.99 
priceCurrency: GBP

###

brand: Evans 
title: Evans Evans EQ3 Frosted Bass 
description: Evans EQ3 Frosted Bass 
price: 68.99 
priceCurrency: CAD

###

Same product?", no,False,False,False
"title: Remo 12\ Ambassador X Coated Drum Head 
description: Remo Ambassador X Coated heads are 20% thicker than standard Coated Ambassadors, made from a single ply of 12-mil Mylar film that gives them greater durability and articulation. They still produce a bright tone and highlight midrange frequencies. 
price: 15.95 
priceCurrency: USD","brand: Okidata 
title: Okidata 56123402 Toner Cartridge - Black, OEM (56123402) 
description: The Okidata 56123402 Toner Cartridge Black, OEM Okidata 56123402 is manufactured to the highest quality and level of precision. The Okidata 56123402 is ideal for providing the best print quality.SpecificationsManufacturer Part Number: 56123402 Manufacturer: Okidata Condition: New OEM Type: Toner Cartridge Color: Black Page Yield: up to 5,500 page yield based on 5% page coverage Quantity: 1 CompatibilityOkidata - MB SeriesMB260MFP, MB280MFP, MB290MFP 
price: 187.21 
priceCurrency: USD",False,"title: Remo 12\ Ambassador X Coated Drum Head 
description: Remo Ambassador X Coated heads are 20% thicker than standard Coated Ambassadors, made from a single ply of 12-mil Mylar film that gives them greater durability and articulation. They still produce a bright tone and highlight midrange frequencies. 
price: 15.95 
priceCurrency: USD

###

brand: Okidata 
title: Okidata 56123402 Toner Cartridge - Black, OEM (56123402) 
description: The Okidata 56123402 Toner Cartridge Black, OEM Okidata 56123402 is manufactured to the highest quality and level of precision. The Okidata 56123402 is ideal for providing the best print quality.SpecificationsManufacturer Part Number: 56123402 Manufacturer: Okidata Condition: New OEM Type: Toner Cartridge Color: Black Page Yield: up to 5,500 page yield based on 5% page coverage Quantity: 1 CompatibilityOkidata - MB SeriesMB260MFP, MB280MFP, MB290MFP 
price: 187.21 
priceCurrency: USD

###

Same product?", no,False,False,False
"brand: Znaka: Originln 
title: Originln toner Brother TN-2110 ern 
description: Originln spotebn materil pro tiskrny BROTHER 
price: 1349 
priceCurrency: CZK","title: Brother HL-5340-5350-5380 8.000 syf.TONER (TN-3290) 
description: Türü: Yazıcı Toneri... 
price: 1.10379E3 
priceCurrency: TRY",False,"brand: Znaka: Originln 
title: Originln toner Brother TN-2110 ern 
description: Originln spotebn materil pro tiskrny BROTHER 
price: 1349 
priceCurrency: CZK

###

title: Brother HL-5340-5350-5380 8.000 syf.TONER (TN-3290) 
description: Türü: Yazıcı Toneri... 
price: 1.10379E3 
priceCurrency: TRY

###

Same product?", no,False,False,False
"brand: MULTILASER 
title: Pendrive Usb 2.0 16gb Twist Pd588 Multilaser 
price: 0.0 
priceCurrency: BRL","brand: Park Tool 
title: Park Tool Park Tool TWS-2 Folding Torx Wrench Set 
description: Park Tool offers a wide variety of high quality Torx Wrenches for the home or shop mechanic. 
price: 19.99 
priceCurrency: USD",False,"brand: MULTILASER 
title: Pendrive Usb 2.0 16gb Twist Pd588 Multilaser 
price: 0.0 
priceCurrency: BRL

###

brand: Park Tool 
title: Park Tool Park Tool TWS-2 Folding Torx Wrench Set 
description: Park Tool offers a wide variety of high quality Torx Wrenches for the home or shop mechanic. 
price: 19.99 
priceCurrency: USD

###

Same product?", no,False,False,False
"title: WD SCORPIO RED NAS WD10JFCX 1TB SATAIII/600,InteliPower, 2.5\,9,5mm 
description: CZ distribuce / 0718037804149 / WD10JFCX / 
price: 2402.00 
priceCurrency: CZK","brand: Western Digital 
title: Western Digital Red SA500 2.5\ 500 GB Serial ATA III 3D NAND 
description: WESTERN DIGITAL BLUE 3D NAND - Disco SSD interno - 1Tb - SATA 3 - 2.5\ / 6.35 cm - Lectura 560MB/S - Escritura 530MB/S 
price: 112.74 
priceCurrency: EUR",False,"title: WD SCORPIO RED NAS WD10JFCX 1TB SATAIII/600,InteliPower, 2.5\,9,5mm 
description: CZ distribuce / 0718037804149 / WD10JFCX / 
price: 2402.00 
priceCurrency: CZK

###

brand: Western Digital 
title: Western Digital Red SA500 2.5\ 500 GB Serial ATA III 3D NAND 
description: WESTERN DIGITAL BLUE 3D NAND - Disco SSD interno - 1Tb - SATA 3 - 2.5\ / 6.35 cm - Lectura 560MB/S - Escritura 530MB/S 
price: 112.74 
priceCurrency: EUR

###

Same product?", no,False,False,False
"title: Blaze Professional 27 2 Burner Grill 
description: Blaze Professional 27 2 Burner Built-In Gas GrillBlaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel and oxygen, Blaze Professional achieves extraordinary searing temperatures while maintaining low gas consumption per burner when compared to the top performing grill brands. The Professional’s Illumination system compliments its unmistakable style giving an appearance to catch every admiring eye!As of March 15, 2016 — Blaze gas grills have a lifetime warranty that warrants against any defects in the manufacturing and workmanship of the main burners, cooking grids, body, flame tamers, heat zone separators, warming rack, and control valves. While ignition, electronic, and lighting systemsare covered for one (1) year after the date of purchase. Grills must be registered within thirty days for the warranty
price: 2499.99 
priceCurrency: USD","brand: DJI Consumer 
title: DJI Inspire 2 | Matrice 200 | DJI Matrice 210 Charging Hub | Spare Part 8 
price: 109.00 
priceCurrency: EUR",False,"title: Blaze Professional 27 2 Burner Grill 
description: Blaze Professional 27 2 Burner Built-In Gas GrillBlaze presents the Blaze Professional Grill as a leader in the industry regarding the thickness of its components resulting in irrefutable durability while providing an effective cooking system. By the precision mixing of fuel and oxygen, Blaze Professional achieves extraordinary searing temperatures while maintaining low gas consumption per burner when compared to the top performing grill brands. The Professional’s Illumination system compliments its unmistakable style giving an appearance to catch every admiring eye!As of March 15, 2016 — Blaze gas grills have a lifetime warranty that warrants against any defects in the manufacturing and workmanship of the main burners, cooking grids, body, flame tamers, heat zone separators, warming rack, and control valves. While ignition, electronic, and lighting systemsare covered for one (1) year after the date of purchase. Grills must be registered within thirty days for the warranty
price: 2499.99 
priceCurrency: USD

###

brand: DJI Consumer 
title: DJI Inspire 2 | Matrice 200 | DJI Matrice 210 Charging Hub | Spare Part 8 
price: 109.00 
priceCurrency: EUR

###

Same product?", no,False,False,False
