left,right,match,pred_ditto_xl,pred_chatgpt_0,pred_finetune_ada,pred_finetune_curie,pred_finetune_ada_large,pred_finetune_curie_large
"title: Chromo 216 LED CI-216 Dimmable Ultra High Power Panel / Camcorder Video Digital SLR Camera Light for Canon, Nikon, Pentax, Panasonic,SONY, Samsung and Olympus Cameras  Chromo Lig",title: Nikon D7100 Kit  Nikon Kit 24.1-megapixel digital SLR camera with 18-105mm zoom lens at Crutchfield.com,False,False,False,False,False,False,True
title: Sony a6000 Body (Black) (ILCE6000/B) w/ Lexar Professional 633x 64GB SDXC Card   Sony <br/> | Digital SLR Camera Toronto Canada Store Cameras Aden,title: Sony Cyber-Shot DSC-RX100 (Black) Aden Camera  Digital Cameras  Sony (Black) | SLR Toronto Canada Store,False,False,False,False,False,False,True
title: Canon EOS 60D (no lens included)  Canon included) 18-megapixel digital SLR camera body with HD video mode at Crutchfield.com,title: Sony HDR-CX110E HD Handycam Camcorder (Black) PAL PAL - Fumfie.com,False,False,False,False,False,False,True
title: Manfrotto MVK500AM Telescopic Twin Leg System,title: 536K Manfrotto Pro Single Carbon Fibre Kit 100 - 509HD,False,False,False,False,False,False,False
title: Sony SEL35F18 35mm f/1.8 OSS  Sony OSS Standard prime lens for APS-C sensor E-mount mirrorless cameras at Crutchfield.com,title: Nikon D5300 24.1 MP Camera Kit with 18-55mm & 55-300mm VR Lenses + Accessory Bundle Bundle - Fumfie.com,False,False,False,False,False,False,True
title: *Opened Box* Fujifilm X-T2 Mirrorless Digital Camera Body Only - Black  Used,"title: 12.1 Megapixel Digital Camera DMC-FX48S ,  Panasonic Product Support - DMC-FX48S",False,False,False,False,False,False,False
title: Kingston Digital 16 GB Class 4 microSDHC Flash Card with SD Adapter (SDC4/16GBET) Camera & Photo Accessories - Page 3 | All Tech Toys,title: Used Canon EOS 5D Mark III Camera Body D - Fair  Used DSLRs | Unique Photo,False,False,False,False,False,False,True
"title: SONY DSC-RX100 Cámara fotográfica 20,2MP 2MP - Todosonyc 20",title: Sony Cyber-Shot DSC-RX100 (Black) Aden Camera  Digital Cameras  Sony (Black) | SLR Toronto Canada Store,True,True,True,True,True,True,True
title: Canon Deluxe Gadget Bag 100EG Camera Cases | EISF,title: Canon Deluxe Gadget Bag 100EG Bags & Cases - Page 3 | EISF,True,True,True,True,True,True,True
title: Cámara CANON EOS Rebel SL1  Cámara Alkomprar.com,title: Cámara CANON EOS Rebel T5i  Cámara + Memoria 8GB Alkosto Tienda Online,False,False,False,False,False,False,False
title: Sony AS30V High Definition POV Action Video Camera HDR-AS30V Sony | All Fitness Gadgets,title: Action outdoor Dual Battery Charger Charger kopen en aanbiedingen Scubastore,False,False,False,False,True,False,False
title: Manfrotto MVH502AH Pro Video Head Flat Base Size M,title: Manfrotto MVH500AH Fluid Head Flat Base,False,False,False,False,False,False,False
title: Sony a6000 Body (Black) (ILCE6000/B) w/ Lexar Professional 633x 64GB SDXC Card   Sony <br/> | Digital SLR Camera Toronto Canada Store Cameras Aden,title: Sony HXR-NX5U/N NXCAM Professional Camcorder Camcorder - Fumfie.com,False,False,False,False,False,False,True
title: 360RIZE Pro7E 360° Plug-n-Play Rig for GoPro HERO4/3+/3 Pro7 VR 360 Video Gear,title: 360RIZE Pro7 360° Plug-n-Play Rig for GoPro HERO4/3+/3 Pro7 VR 360 Video Gear,True,True,True,True,True,True,True
title: Sony Cyber-Shot DSC-RX100 (Black) Aden Camera  Digital Cameras  Sony (Black) | SLR Toronto Canada Store,title: GoPro Helmet Front Mount  GoPro Mount | Digital SLR Camera Aden  Cameras Toronto Canada Store,False,False,False,False,False,False,True
"title: Sony Fda-ev1mk Electronic Viewfinder for Dsc-rx100m2,dsc-rx1r,dsc-hx50v,dsc-rx1 Accessories - Page 891 | EISF","title: Sony RMTDSLR2 Wireless Remote for Alpha & NEX, (Black) Accessories - Page 878 | EISF",False,False,False,False,False,False,True
title: Smart Home Security Kit DCH-107KT Smart Kit | D-Link,title: Netgear Arlo Smart Home Security Kit Security,False,False,False,True,True,False,True
title: Canon EOS 70D Digital SLR Camera (Body Only) Digital Cameras - Page 3 | EISF,title: Canon Digital 6D EF 24-105mm F4 Kit Kit | Infocus Camera & Imaging,False,False,False,False,False,False,False
title: Sony - Alpha a5100 Mirrorless Camera with 16-50mm Retractable Lens Black,title: HD Outdoor Mini Bullet Camera DCS-4701E HD Camera | D-Link,False,False,False,False,False,False,True
title: Manfrotto MK190XPRO4-BHQ2 Aluminum 4 Section Tripod Kit w/ Ball Head  - Optics4Birding,title: Manfrotto 504HD Head and 546BK Tripod Kit - Filmtools Kit,False,False,False,False,False,False,True
title: Netgear VMA1100-10000S vma110010000s Arlo Table Ceiling Wall Mnt For Wire-Free Hd Sec Camera Camera.,title: Cloud PTZ Camera DCS-5222L Cloud Camera | D-Link,False,False,False,False,False,False,True
title: Manfrotto MVH500AH Pro Fluid Head Flat Base  - Optics4Birding,title: Epson Fluid Mount for Perfection V800 and V850 Pro Buy Epson Pro at Connection Public Sector Solutions,False,False,False,False,False,False,True
title: Sony SEL35F18 35mm f/1.8 OSS  Sony OSS Standard prime lens for APS-C sensor E-mount mirrorless cameras at Crutchfield.com,title: Sony SAL30M28 30mm f/2.8 SAM  Sony SAM Wide-angle macro prime lens for A-mount DSLR cameras at Crutchfield.com,False,False,False,False,False,False,True
title: Canon EOS BG-E14 Batterij Grip 70D/80D - Prijzen @NL Tweakers@NL,title: Sigma 50mm F1.4 DG HSM Art (Nikon) - Prijzen @NL Tweakers@NL,False,False,False,False,False,False,True
"title: PNY Elite Performance 512GB SDXC Class 10 UHS-I, U3 Up to 95MB/sec (P-SDX512U3H-GE) Computer Accessories & Peripherals - Page 1323 | 5 Free Hosting","title: PNY Elite Performance 512GB SDXC Class 10 UHS-I, U3 Up to 95MB/sec (P-SDX512U3H-GE) Computer Accessories & Peripherals - Page 81 | Laptops Outlet Direct",True,True,True,True,True,True,True
title: Outdoor HD PoE Day/Night Fixed Mini Bullet Cloud Camera DCS-7010L Outdoor Camera | D-Link,title: HD Outdoor Mini Bullet Camera DCS-4701E HD Camera | D-Link,False,False,False,False,False,False,True
title: Vigilance Full HD Outdoor PoE Mini Bullet Camera DCS-4703E Vigilance Camera | D-Link UK,"title: Surveillance Num rique Bushnell Trophy Cam Hd Wireless, Brown Wireless",False,False,False,False,False,False,True
title: Canon - EOS 80D DSLR Camera with EF-S 18-135mm Lens Video Creator Kit Black,title: Canon EOS 80D-Video Creator Kit-EF-S 18-135mm IS USM lens  Canon lens - 1263C103 Video Camcorders CDW.com,True,True,True,True,True,True,True
title: GoPro HERO4 Silver GoPro | All Fitness Gadgets,title: GoPro HERO4 BLACK GoPro | All Fitness Gadgets,False,False,False,False,False,False,False
title: Kingston Digital 16 GB Class 4 microSDHC Flash Card with SD Adapter (SDC4/16GBET) Camera & Photo Accessories - Page 3 | All Tech Toys,"title: 12.1 Megapixel Digital Camera DMC-FS15K ,  Panasonic Product Support - DMC-FS15K",False,False,False,False,False,False,False
title: Panasonic VW-VBK360 Li-Ion Battery Pack  Panasonic | Come As You Arts,title: Panasonic VW-VBK360 Battery for Panasonic TM90/TM41/H100 Camcorders  Batteries | Unique Photo,True,True,True,True,True,True,True
title: Sigma 10-20mm f/4-5.6 (D) EX DC AF Lens for Sony Alpha Digital SLR Cameras Cameras - Fumfie.com,title: Sigma 4.5mm f/2.8 EX DC HSM Lens for Sony Alpha SLR Cameras Cameras - Fumfie.com,False,False,False,False,False,False,True
title: Outdoor HD Wireless Day/Night Cloud Camera DCS-2332L Outdoor Camera | D-Link España,title: Cloud PTZ Camera DCS-5222L Cloud Camera | D-Link España,False,False,False,False,False,False,True
title: Canon EOS Rebel T3 Kit  Canon Kit 12.2-megapixel digital SLR camera with 18-55mm lens & HD movie mode at Crutchfield.com,title: Canon EOS Rebel T3i (no lens included)  Canon included) 18-megapixel digital SLR camera body with HD movie mode at Crutchfield.com,False,False,False,True,False,False,False
title: Logitech Logitech C920-C Webcam - By Logitech Prod. Class: Digital Cameras/Keyboards/Input Devices/General Computer Accessories & Peripherals Page 1581 | Laptops Outlet Direct,title: Logitech C920-C Webcam (Business Product) with 1080p HD Video Certified for Cisco Jabber Computer Accessories & Peripherals - Page 1981 | Laptops Outlet Direct,True,True,True,True,True,True,True
title: SanDisk 32GB Extreme Pro CompactFlash Memory Card Card SDCFXPS-032G-A46 - Filmtools,title: Olympus M.ZUIKO DIGITAL ED 40-150mm f 2.8 PRO Lens Lens (V315050BU000),False,False,False,False,False,False,True
"title: Arlo Security Camera - Add-on Wire-Free HD (Base Station Not Included), Indoor/Outdoor, Night Vision (VMC3030) Surveillance Cameras | EISF",title: Camera quan sát  WTC-T201C Phân Phối Camera - Sản phẩm Việt Nam Chuyên: Xuất,False,False,False,False,False,False,True
title: Manfrotto MT055CXPRO4 Carbon Fiber Tripod  - Optics4Birding,"title: Manfrotto MT055CXPRO3 Carbon Fiber Tripod, 3 Section  - Optics4Birding Tripod",False,False,True,False,True,False,False
title: Sony a6000 Body (Black) (ILCE6000/B) w/ Lexar Professional 633x 64GB SDXC Card   Sony <br/> | Digital SLR Camera Toronto Canada Store Cameras Aden,title: Sony Alpha A7 (Body Only) (ILCE7/B)  Sony (ILCE7/B) | Digital SLR Camera Toronto Canada Store Cameras Aden,False,False,False,False,False,False,False
title: PowerLine HD Day Night Cloud Camera Kit DCS-6045LKT PowerLine Day/Night Kit | D-Link,"title: Full HD Camcorder HDC-HS60K ,  Panasonic Product Support - HDC-HS60K",False,False,False,False,False,False,True
title: Canon LC-E6 - battery charger  Canon charger 3348B001 Digital Camera Accessories CDW.com,title: Canon RS-60E3 - camera remote control  Canon control 2469A002 Digital Camera Accessories CDW.com,False,False,False,False,False,False,True
title: Transcend 4GB Secure Digital High-Capacity(SDHC) Class 2 SDHC Flash Memory Product data Transcend Memory memory cards (TS4GSDHC),title: Canon VIXIA HF R30 (HFR30) Flash Memory Camcorder Camcorder - Fumfie.com,False,False,False,False,False,False,False
title: Full HD Wireless Day Night Network Camera DCS-2230L Full Camera | D-Link,title: Full HD Wireless Day Night Network Camera DCS-2230L Full Camera | D-Link Hellas,True,True,True,True,True,True,True
title: Canon Lithium-Ion Battery Pack LP-E10 for EOS Rebel T3 Digital Camera (5108B002),title: X1D Digital Medium Format Mirrorless Camera Body,False,False,False,False,False,False,True
title: PowerLine HD Day Night Cloud Camera Kit DCS-6045LKT PowerLine Day/Night Kit | D-Link,title: D-Link DCS-6045LKT IP Interior Almohadilla Color blanco cámara de vigilancia DCS-4701E HD Outdoor PoE Mini Bullet Camera - Black Friday 2017,True,True,True,True,True,True,True
title: Sony SEL35F18 35mm f/1.8 OSS  Sony OSS Standard prime lens for APS-C sensor E-mount mirrorless cameras at Crutchfield.com,title: Canon EF 50mm f/1.8 II Lens  Canon Lens Standard lens for EOS SLR cameras at Crutchfield.com,False,False,False,False,False,False,False
title: Kingston Digital 16 GB Class 4 microSDHC Flash Card with SD Adapter (SDC4/16GBET) Camera & Photo Accessories - Page 3 | All Tech Toys,title: Fujifilm 4 GB SDHC Class 10 Flash Memory Card Camera & Photo Accessories - Page 3251 | All Tech Toys,False,False,False,False,False,False,True
title: Canon EF-S 55-250mm f/4.0-5.6 IS II Telephoto Zoom Lens (discontinued by manufacturer)  Canon | EISF,title: Canon EF-S 55-250mm f/4.0-5.6 IS II Telephoto Zoom Lens (discontinued by manufacturer) Camera Lenses | EISF,True,True,True,True,True,True,True
title: Sony a6000 w/16-50mm Power Zoom (Silver) (ILCE6000L/S) w/ Lexar Professional 633x 64GB SDXC Card  Aden Camera Digital Cameras Toronto Canada Store  Sony <br/> | SLR,"title: Lumix® Digital Camera , DMC-LC40S  Panasonic Product Support - DMC-LC40S",False,False,False,False,False,False,False
"title: Arlo Security Camera - Add-on Wire-Free HD (Base Station Not Included), Indoor/Outdoor, Night Vision (VMC3030) Surveillance Cameras | EISF","title: Arlo Security Camera - Add-on Wire-Free HD (Base Station Not Included), Indoor/Outdoor, Night Vision (VMC3030) Surveillance Systems | EISF",True,True,True,True,True,True,True
title: Canon ST-E3-RT Speedlite Transmitter Transmitter 5743B002 - Studio Depot,title: VIXIA HF G10 Canon VIXIA G10 | Canon Online Store,False,False,False,False,False,False,True
title: Canon EOS 5D Mark IV 4K Wi-Fi Digital SLR Camera & EF 24-105mm f/4L IS II USM Lens,title: Canon EOS 5D Mark II (no lens included)  Canon included) 21.1-megapixel digital SLR camera body with HD movie mode at Crutchfield.com,False,False,False,True,False,False,False
title: Savage 19676 11 TROPHY HUNTER XP 223 NIKON NIKON $480.00,"title: Savage 19676 11 TROPHY HUNTER XP 223 NIKON , NIKON",True,True,True,True,True,True,True
title: Canon EF 40mm f/2.8 STM Lens - 6310B002 6310B002 | Texas Media Systems,title: Metabones Canon EF Lens to Sony E Mount T Speed Booster ULTRA 0.71x,False,False,False,False,False,False,True
title: HD Wireless Outdoor Cube Camera DCS-2332L HD Camera | D-Link Deutschland,title: HD Wireless N Day/Night Outdoor Cloud Camera DCS-2330L HD Camera | D-Link,False,False,True,False,False,False,True
title: Canon EOS 60D (no lens included)  Canon included) 18-megapixel digital SLR camera body with HD video mode at Crutchfield.com,title: Canon EOS Rebel T3i (no lens included)  Canon included) 18-megapixel digital SLR camera body with HD movie mode at Crutchfield.com,False,False,False,False,False,False,False
title: GoPro Wi-Fi Remote  GoPro | Unique Photo,title: GoPro Camera HERO+ LCD HD Video Recording Camera Sports & Action Cameras | Gear Outlet,False,False,True,False,False,False,True
title: NETGEAR - Adjustable Mount for Most Arlo Security Cameras White,title: NETGEAR - Arlo Smart Home Indoor/Outdoor Wireless High-Definition IP Security Cameras (3-Pack) White/Black,False,False,False,True,True,True,True
title: Canon EOS 5D Mark IV 4K Wi-Fi Digital SLR Camera & EF 24-105mm f/4L IS II USM Lens,title: Canon EF 17-40mm f/4L USM Lens Lens - Fumfie.com,False,False,False,False,False,False,False
title: Fujifilm Instax Mini Film Twin Pack (20 Pictures)  | Unique Photo,title: HP Matte Film  HP Film - 51642B Printer Paper CDW.com,False,False,False,False,False,False,True
title: Netgear VMA1100-10000S vma110010000s Arlo Table Ceiling Wall Mnt For Wire-Free Hd Sec Camera Camera.,title: Netgear HD Security Camera Table Ceiling Wall Mount Mount (VMA1100-10000S),True,True,True,True,True,True,True
"title: Savage 11 Trophy Hunter XP, Bolt Action, .223 Remington, 22&quot; Barrel, Nikon BDC Scope, 4+1 Rounds",title: Savage 19676 11 TROPHY HUNTER XP 223 NIKON NIKON $480.00,True,False,True,True,True,True,True
title: Canon NB-5L Battery Pack Canon 1135B001 Superwarehouse - Pack,title: Canon NB-5L Battery Pack Pack (1135B001),True,True,True,True,True,True,True
"title: Chromo 216 LED CI-216 Dimmable Ultra High Power Panel / Camcorder Video Digital SLR Camera Light for Canon, Nikon, Pentax, Panasonic,SONY, Samsung and Olympus Cameras  Chromo Lig","title: Chromo Inc CI55000020 160 LED CI-160 Dimmable Ultra High Power Panel, Camcorder Video Light for Canon, Nikon, Pentax, Panasonic, Sony, Samsung and Olympus Digital SLR Cameras  Cano Chromo Panel",False,False,False,False,False,False,False
title: Canon EOS Rebel T5 with 18-55mm and 75-300mm Lenses Digital Cameras - Page 18 | EISF,title: Canon EOS Rebel T3 Digital SLR Camera with EF-S 18-55mm f/3.5-5.6 IS Lens (discontinued by manufacturer) DSLR Cameras | EISF,False,False,False,False,False,False,False
title: Avermedia VISIONU50 Document Cameras - Page 10 | Office Outlet Express,title: Avermedia U50 USB FlexArm Document Camera VISIONU50 AVerMedia Technologies Inc. Document Cameras - Page 3 | Office Outlet Express,True,True,True,True,True,True,True
"title: LUMIX LX100 Integrated Leica DC Lens Camera with Advanced Controls DMC-LX100K ,  LUMIX - Panasonic US",title: Sony - Alpha a6000 Mirrorless Camera with 16-50mm Retractable Lens Black,False,False,False,False,False,False,False
title: Logitech HD Webcam C930e  Logitech C930e - 960-000971 Webcams CDWG.com,title: D-Link DCS-2132L HD Wireless N Cube Network Camera D-LINK CAMARA WIRELESS MYDLINK - Black Friday 2017,False,False,False,False,False,False,True
title: Videocámara CANON HFM-500  Videocámara Alkosto Tienda Online,title: Videocámara CANON HFM-500,True,True,True,True,True,True,True
title: Canon VIXIA HF M500 (HFM500) Flash Memory Camcorder Camcorder - Fumfie.com,title: Ksix Selfie Leds Flash With 3.5 Mm Jack For Smartphones Smartphones kup i oferty Scubastore,False,False,False,False,False,False,True
title: Smart Home Security Kit DCH-107KT Smart Kit | D-Link,title: Vigilance Full HD Surveillance Starter Kit DNR16-4802-2 Vigilance Kit | D-Link Sweden,False,False,False,False,False,False,True
title: Battery For Leica GEB111 Battery Total Station Products Leica Suppliers  Manufacturers and charger,title: Battery Leica GEB121 Battery Total Station For Products Leica Suppliers  Manufacturers and charger,False,False,False,False,False,False,False
title: GoPro Chesty (Chest Harness)  GoPro Harness),title: GoPro HD Junior Chesty,False,False,True,True,True,True,False
title: Nikon 18-105mm f/3.5-5.6G ED VR AF-S DX Nikkor Autofocus Lens Lens - Fumfie.com,title: Nikon AF-S NIKKOR 28-300mm f/3.5-5.6G ED VR Zoom Lens Lens - Fumfie.com,False,False,False,False,True,False,True
title: SanDisk Ultra 200GB Micro SDXC Memory Card (SDSDQUAN-200G-G4A) Computer Accessories & Peripherals - Page 8 | 5 Free Hosting,"title: SanDisk Ultra microSDXC 200GB 90MB/s, UHS-I/Class 10 90MB/s",True,True,True,True,True,True,True
title: Fujifilm Instax MINI 25 Instant Film Camera (White) Film Photography - Page 5 | EISF,title: GoPro HERO4 Black Moto Camera Kit - CHDMX-401,False,False,False,False,False,False,True
title: D-Link DCS-5030L - network surveillance camera  D-Link camera Physical Security & IP Cameras CDW.com,title: Camera IP Wi-fi hồng ngoại không dây WTC IP9506,False,False,False,False,False,False,True
title: Sandisk Extreme microSDHC 64Gb Type 10 10 buy and offers on Scubastore,title: Sandisk Extreme microSDHC 64Gb Type 10 10 comprar e ofertas na Swiminn,True,True,True,True,True,True,True
title: GoPro HERO4 BLACK Video - Page 8 | EISF,title: GoPro HERO4 Silver Sports & Action Video Cameras | Gear Outlet,False,False,True,False,False,False,True
title: Manfrotto MVH500AH Pro Fluid Head Flat Base  - Optics4Birding,"title: Manfrotto MVH500AH, 755CX3 Tripod Kit - Filmtools MVH500AH Kit",False,False,False,True,True,False,True
title: GoPro HERO4 Black with FREE Catalina Island Boat Ticket Edition Camera,title: GoPro HERO4 Silver  GoPro | Come As You Arts,False,False,False,False,False,False,False
title: Transcend 32GB CompactFlash Memory Card 133x (TS32GCF133) Accessories - Page 1531 | EISF,title: Transcend 16GB CompactFlash Memory Card 133x (TS16GCF133) Accessories - Page 1531 | EISF,False,False,False,False,True,False,True
title: D-Link DCS-5030L - network surveillance camera  D-Link camera Physical Security & IP Cameras CDW.com,title: NetBotz Room Monitor 355 - network surveillance camera with 120/240V PoE  NetBotz NBWL0356 Physical Security & IP Cameras CDW.com,False,False,False,False,False,True,True
title: Sandisk 32GB SDSDAA-032G SDHC Card 15MB/s Class 4 Bulk,title: Transcend 128GB SDXC Class 10 UHS-1 Flash Memory Card Up to 90MB/s (TS128GSDXC10U1) Camera & Photo Accessories - Page 31 | All Tech Toys,False,False,False,False,False,False,False
title: Transcend 128 GB High Speed 10 UHS-3 Flash Memory Card 95/60 MB/s (TS128GSDU3) Computer Accessories & Peripherals - Page 1217 | 5 Free Hosting,title: Transcend 32 GB Class 10 SDHC Flash Memory Card (TS32GSDHC10E) Computer Accessories & Peripherals | 5 Free Hosting,False,False,False,False,False,False,False
title: Fujifilm Fujinon XF 55-200mm f3.5-4.8 R LM OIS Lens Aden Camera   Fujifilm Lens | Digital SLR Toronto Canada Store Cameras,title: Nikkor AF-S DX 10-24mm f3.5-4.5G ED Aden Camera  Digital Cameras Toronto Canada Store  Nikkor ED | SLR,False,False,False,False,False,False,False
title: Sony Cyber-shot® DSC-RX100  Sony DSC-RX100 Large-sensor compact digital camera with 20.2-megapixels and an f/1.8 Carl Zeiss® lens at Crutchfield.com,title: Sony Cyber-shot® DSC-WX80  Sony DSC-WX80 (Black) 16.2-megapixel digital camera with 8X optical zoom and Wi-Fi® at Crutchfield.com,False,False,False,False,False,False,False
"title: Arlo Security System - 2 Wire-Free HD Cameras, Indoor/Outdoor, Night Vision (VMS3230) Surveillance Systems | EISF","title: Arlo Security Camera - Add-on Wire-Free HD (Base Station Not Included), Indoor/Outdoor, Night Vision (VMC3030) Surveillance Cameras | EISF",False,False,False,True,True,False,True
"title: Canon PowerShot SX540 HS - Digitalkamera 20,3 MP CMOS 4,3 mm-215 mm Display: 7,6 cm/3 TFT Schwarz 20 6 3 7 4",title: Lezyne 3 - Way With 4 / 5 6 mm CRV Hex Bits Bits buy and offers on Bikeinn,False,False,False,False,False,False,False
title: Canon EOS 6D (Body)   Canon | Digital SLR Camera Cameras Toronto Canada Store Aden,title: Canon EF Extender 2x III Aden Camera   Canon III | Digital SLR Cameras Toronto Canada Store,False,False,False,False,True,False,False
title: Manfrotto 190 Aluminium 4 Section Tripod - Black Black LN67506 MT190XPRO4 | SCAN UK,title: Manfrotto 190 Aluminum 4-Section Tripod  Manfrotto Tripod | SHIPS FREE! - EuroOptic.com,True,True,True,True,True,True,True
title: GoPro Surf Mounts ASURF-001 ASURF-001 - Filmtools,title: GoPro The Tool Tool ATSWR-301 - Filmtools,False,False,False,False,True,True,True
title: Manfrotto Pro Backpack 30  - Optics4Birding,title: Manfrotto Pro Light Camera Backpack 3N1-26 for DSLR/CSC/C100 DSLR/CSC/C100 MB PL-3N1-26 - Studio Depot,False,True,True,False,False,False,True
title: Aluratek ADMPF108F 8-inch Hi-Res Digital Photo Frame With 512MB Built in Memory (Black) Lighting & Studio - Page 211 | EISF,"title: Aluratek High-Resolution Digital Photo Frame, 8in Frame 8in (ADMPF108F)",True,True,True,True,True,True,True
title: Netgear HD Arlo 360 Swivel White Security Camera Adjustable Mount Mount LN63704 - VMA1000-10000S | SCAN UK,title: NETGEAR - Adjustable Mount for Most Arlo Security Cameras White,True,True,True,True,True,True,True
title: Canon EF zoom lens - 24 mm 70 mm  Canon 6313B002 Camera & Camcorder Lenses CDW.com,title: Canon EF zoom lens 70-200mm  Canon 70-200mm - 2578A002 Camera & Camcorder Lenses CDW.com,False,False,False,True,False,False,True
title: Sony - Alpha a6000 Mirrorless Camera with 16-50mm Retractable Lens Black,title: Sony - Alpha a6000 Mirrorless Camera with 16-50mm and 55-210mm Lenses Black,False,False,True,True,True,False,True
title: SanDisk 64GB Class 4 SDXC Flash Memory Card- SDSDB-064G-B35 (Label May Change) Accessories | Ultimate Camera Shop,title: Fujifilm Passport / ID Photo Digital Camera LCD Head and Shoulders Indicator  Miscellaneous Accessories | Unique,False,False,False,False,False,False,False
title: GoPro The Handler (Floating Hand Grip),title: GoPro Floating Hand Grip Action Camera Mount Mount LN68139 - AFHGM-001 | SCAN UK,True,True,True,True,True,True,True
title: Avermedia U50 USB FlexArm Document Camera VISIONU50 AVerMedia Technologies Inc. Document Cameras - Page 3 | Office Outlet Express,title: Grandstream GXV3611IR_HD - network surveillance camera  Grandstream camera Physical Security & IP Cameras CDW.com,False,False,False,False,False,False,True
title: Kingston - flash memory card 16 GB microSDHC UHS-I  Kingston UHS-I SDCAC/16GB Flash Memory Cards CDW.com,title: Transcend Ultimate - flash memory card 16 GB CompactFlash  Transcend CompactFlash TS16GCF1000 Flash Memory Cards CDW.com,False,False,False,False,False,False,True
title: Canon EF 70-300mm f/4-5.6 L IS USM Zoom Lens,title: Canon - EF 70–300mm f/4–5.6L IS USM Telephoto Zoom Lens White,True,True,True,True,True,True,True
title: Panasonic H-FS014045 Lens  Panasonic Lens 14-45mm zoom lens for compact hybrid cameras at Crutchfield.com,title: Philips Tele Zoom Lens f PXG10 Product data Philips PXG10 camera lenses (LCA3001/00),False,False,False,False,False,False,False
title: Canon LP-E10 Li-ion Battery (For Rebel T3) Aden Camera   Canon T3) | Digital SLR Cameras Toronto Canada Store,title: Canon Lithium-Ion Battery Pack LP-E10 for EOS Rebel T3 Digital Camera (5108B002),True,True,True,True,True,True,True
title: Canon EOS 60D (no lens included)  Canon included) 18-megapixel digital SLR camera body with HD video mode at Crutchfield.com,title: EOS 60D Body Canon EOS Body | Canon Online Store,True,True,True,True,True,True,True
title: Canon EOS 5D Mark IV DSLR Camera with 24-105mm f/4L II Lens Lens 1483C010 - Studio Depot,title: Canon EOS 5D Mark IV 4K Wi-Fi Digital SLR Camera & EF 24-105mm f/4L IS II USM Lens,True,True,True,True,True,True,True
title: NIKON Flash SB-700 SB-700 - 018208048083 Avis,title: Nikon SB-700 Speedlight  Aden Camera  Nikon | Digital SLR Cameras Toronto Canada Store,True,True,True,True,True,True,True
title: GoPro HERO4 BLACK Video - Page 8 | EISF,title: GoPro Hero 6 Black,False,False,True,False,False,False,False
title: Sandisk Extreme microSDHC 64Gb Type 10 10 comprar e ofertas na Swiminn,title: UNIVERSAL AUDIO APOLLO 16 QUAD QUAD - Woodbrass Portugal,False,False,False,False,False,False,True
title: Canon EF-S 55-250mm IS Lens  Canon Lens Zoom lens with image stabilization for compatible SLR cameras at Crutchfield.com,title: Canon EF-S 55-250mm f/4.0-5.6 IS II Telephoto Zoom Lens (discontinued by manufacturer)  Canon | EISF,True,True,True,True,True,False,True
title: Vigilance Full HD Outdoor PoE Mini Bullet Camera DCS-4703E Vigilance Camera | D-Link UK,title: HD PoE Mini Dome Cloud Camera DCS-6004L HD Camera | D-Link UK,False,False,False,False,False,False,False
title: GoPro Head Strap + QuickClip Mount Mount ACHOM-001 - Filmtools,title: GoPro Side Mount (GoPro Official Mount) Camcorders | EISF,False,False,False,False,True,False,True
title: Metabones Canon EF to Micro Four Thirds T Speed Booster ULTRA 0.71x (Black Matt),"title: Canon - Deluxe Carrying Case for Camera, Black",False,False,False,False,True,False,True
title: Transcend 4GB Secure Digital High-Capacity(SDHC) Class 2 SDHC Flash Memory Product data Transcend Memory memory cards (TS4GSDHC),title: Transcend SDHC Class 10 UHS-I (Premium) - flash memory card 32 GB  Transcend TS32GSDU1 Flash Memory Cards CDWG.com,False,False,False,False,False,False,True
title: GoPro Chesty (Chest Harness)  GoPro Harness),title: GoPro Chesty (Chest Harness) Adult Adult - iCentre Malta Apple,True,True,True,True,True,True,True
title: Nikkor AF 50mm f1.8D Aden Camera   Nikkor f1.8D | Digital SLR Cameras Toronto Canada Store,title: Nikkor AF-S 50mm f1.8G  Nikkor f1.8G | Digital SLR Camera Toronto Canada Store Cameras Aden,False,False,True,False,False,False,True
title: Nikon SB-700 Speedlight  Aden Camera  Nikon | Digital SLR Cameras Toronto Canada Store,title: Nikon EN-EL4A Rechargeable Battery  Nikon Battery | Digital SLR Camera Aden  Cameras Toronto Canada Store,False,False,False,False,False,False,False
title: Canon Digital Rebel T7i 18-55mm Kit Kit | Infocus Camera & Imaging,title: Canon - EOS Rebel T7i DSLR Camera with EF-S 18-55mm IS STM Lens Black,True,True,True,True,True,True,True
title: Sony Cyber-shot® DSC-RX100  Sony DSC-RX100 Large-sensor compact digital camera with 20.2-megapixels and an f/1.8 Carl Zeiss® lens at Crutchfield.com,title: Camera IP Microtech EPC-HD811AR2 EPC-HD811AR2 - TRAMYSHOP.COM,False,False,False,False,False,False,True
"title: Sony Fda-ev1mk Electronic Viewfinder for Dsc-rx100m2,dsc-rx1r,dsc-hx50v,dsc-rx1 Accessories - Page 891 | EISF",title: GoPro Surfboard Mounts (GoPro Official Mount) Camera & Photo Accessories - Page 311 | All Tech Toys,False,False,False,False,False,False,True
title: Manfrotto MT055CXPRO4 Carbon Fiber Tripod  - Optics4Birding,title: Manfrotto 055 Series 67 4-Section Carbon Fiber Tripod,True,True,True,True,False,False,False
